Annotation Cluster 1,Enrichment Score: 21.344612414979288,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_FAT,GO:0031975~envelope,146,14.7922999,9.30E-25,"LDHD, OGDH, AQP1, DMPK, GOT2, SLC25A20, CISD2, BDNF, CISD1, GHITM, UQCR11, CPOX, SLC25A29, HIGD1A, FECH, SUCLG1, CST3, TMEM126A, CLPX, COX6C, SLC25A34, SLC25A33, ATP5C1, DST, MPST, MAVS, MRPS14, FDX1, CLU, COX7C, HADHB, DUSP18, TOMM5, GSTK1, TFDP2, IIGP1, AI464131, RAP1GAP2, RNF13, COX8B, MAOB, NR4A1, P2RX5, NDUFV3, SLC25A11, ADAP2, CHCHD10, SLC25A13, NDUFV2, COX6A2, COQ10B, ADRA1A, RHBDL3, GM10250, SLC27A1, UQCRC1, CPT2, CYC1, SORL1, BNIP3, PINK1, UQCRFS1, NDUFS7, NDUFS6, NDUFS5, TMEM109, DNAJC15, VDAC3-PS1, ALAS2, AEN, ATP5S, ATP5L, SYNJ2, CAT, NDUFS3, ATP5K, RTN4IP1, SQRDL, SUOX, NDUFB11, ACADM, NDUFB10, CYCS, TMEM38A, NDUFA13, TIMM23, NDUFA10, COQ7, LPIN1, COQ5, NDUFA11, ACADVL, IMMP1L, MFN2, MFN1, 2010107E04RIK, COQ3, DHRS4, CYP27A1, PTGDS, KPNA4, KPNA3, GPAM, KPNA2, KPNA1, UQCRB, TUFM, NDUFB3, NDUFB4, NDUFB5, NDUFB6, SORD, SAMM50, NDUFB7, NDUFB9, HK2, ATP5G1, ATP5G3, ACSL1, RB1CC1, CKMT2, ETFDH, GSTO1, BDH1, NDUFA4, NDUFA2, 2410015M20RIK, RRP12, NDUFA3, NDUFA8, COX7A1, NDUFA9, ABCA8B, ABCA8A, ATP5F1, SIRT5, BCS1L, NDUFA1, STAT3, SOD2, MGST3, SDHB, MTFP1, PLN, SCP2, RETSAT",805,1074,14413,2.433924379,6.36E-22,5.78E-23,1.40E-21
GOTERM_CC_FAT,GO:0098800~inner mitochondrial membrane protein complex,42,4.255319149,1.84E-21,"NDUFB3, GM10250, NDUFB4, NDUFB5, NDUFB6, UQCRC1, NDUFB7, NDUFB9, CYC1, COX7C, ATP5G1, UQCRFS1, ATP5G3, NDUFS7, NDUFS6, NDUFS5, ATP5L, NDUFS3, ATP5K, NDUFA4, NDUFA2, 2410015M20RIK, NDUFB11, NDUFA3, NDUFB10, NDUFA8, COX8B, NDUFA9, ATP5F1, NDUFA13, NDUFA10, TIMM23, NDUFA1, NDUFA11, IMMP1L, NDUFV3, SDHB, 2010107E04RIK, NDUFV2, COX6A2, ATP5C1, UQCRB",805,124,14413,6.064375877,1.26E-18,1.05E-19,2.77E-18
GOTERM_CC_FAT,GO:0070469~respiratory chain,35,3.546099291,1.71E-20,"NDUFB3, NDUFB4, NDUFB5, NDUFB6, UQCRC1, NDUFB7, NDUFB9, CYC1, COX7C, UQCRFS1, NDUFS7, NDUFS6, NDUFS5, UQCR11, NDUFS3, HIGD1A, NDUFA4, NDUFA2, NDUFB11, NDUFA3, NDUFB10, COX8B, COX7A1, NDUFA8, NDUFA9, CYCS, NDUFA13, NDUFA10, NDUFA1, NDUFA11, NDUFV3, SDHB, NDUFV2, COX6A2, UQCRB",805,88,14413,7.121047431,1.17E-17,8.98E-19,2.57E-17
GOTERM_CC_FAT,GO:0005746~mitochondrial respiratory chain,32,3.242147923,7.57E-19,"NDUFB3, NDUFB4, NDUFB5, NDUFB6, UQCRC1, NDUFB7, NDUFB9, CYC1, COX7C, UQCRFS1, NDUFS7, NDUFS6, NDUFS5, NDUFS3, NDUFA4, NDUFA2, NDUFB11, NDUFA3, NDUFB10, COX8B, COX7A1, NDUFA8, NDUFA9, NDUFA13, NDUFA10, NDUFA1, NDUFA11, NDUFV3, SDHB, NDUFV2, COX6A2, UQCRB",805,80,14413,7.16173913,5.18E-16,3.70E-17,1.14E-15
GOTERM_CC_FAT,GO:0098803~respiratory chain complex,31,3.1408308,5.43E-18,"NDUFB3, NDUFB4, NDUFB5, NDUFB6, UQCRC1, NDUFB7, NDUFB9, CYC1, COX7C, UQCRFS1, NDUFS7, NDUFS6, NDUFS5, NDUFS3, NDUFA4, NDUFB11, NDUFA2, NDUFA3, NDUFB10, COX8B, NDUFA8, NDUFA9, NDUFA13, NDUFA10, NDUFA1, NDUFA11, NDUFV3, SDHB, NDUFV2, COX6A2, UQCRB",805,79,14413,7.025756742,3.72E-15,2.48E-16,8.17E-15
GOTERM_CC_FAT,GO:0045271~respiratory chain complex I,23,2.33029382,7.38E-16,"NDUFA4, NDUFB3, NDUFB4, NDUFB11, NDUFB5, NDUFA2, NDUFB10, NDUFA3, NDUFB6, NDUFA8, NDUFB7, NDUFA9, NDUFB9, NDUFA13, NDUFA10, NDUFA1, NDUFA11, NDUFS7, NDUFV3, NDUFS6, NDUFS5, NDUFV2, NDUFS3",805,47,14413,8.761702128,5.32E-13,2.95E-14,1.17E-12
GOTERM_CC_FAT,GO:0030964~NADH dehydrogenase complex,23,2.33029382,7.38E-16,"NDUFA4, NDUFB3, NDUFB4, NDUFB11, NDUFB5, NDUFA2, NDUFB10, NDUFA3, NDUFB6, NDUFA8, NDUFB7, NDUFA9, NDUFB9, NDUFA13, NDUFA10, NDUFA1, NDUFA11, NDUFS7, NDUFV3, NDUFS6, NDUFS5, NDUFV2, NDUFS3",805,47,14413,8.761702128,5.32E-13,2.95E-14,1.17E-12
GOTERM_CC_FAT,GO:0005747~mitochondrial respiratory chain complex I,23,2.33029382,7.38E-16,"NDUFA4, NDUFB3, NDUFB4, NDUFB11, NDUFB5, NDUFA2, NDUFB10, NDUFA3, NDUFB6, NDUFA8, NDUFB7, NDUFA9, NDUFB9, NDUFA13, NDUFA10, NDUFA1, NDUFA11, NDUFS7, NDUFV3, NDUFS6, NDUFS5, NDUFV2, NDUFS3",805,47,14413,8.761702128,5.32E-13,2.95E-14,1.17E-12
GOTERM_MF_FAT,"GO:0016655~oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",15,1.519756839,9.70E-09,"NDUFA4, NDUFB4, NDUFA2, NDUFA8, NDUFB7, NDUFB9, NDUFA13, CBR4, NDUFA10, NDUFS7, DHRS4, NDUFV2, NQO1, NDUFS3, DCXR",793,45,16866,7.089533417,1.49E-05,2.98E-06,1.62E-05
GOTERM_MF_FAT,"GO:0016651~oxidoreductase activity, acting on NAD(P)H",18,1.823708207,2.44E-07,"NDUFA4, NDUFB4, NDUFA2, NDUFA8, NDUFB7, NDUFA9, NDUFB9, NDUFA13, CBR4, CYB5RL, NDUFA10, NDUFS7, DHRS4, NDUFV2, DLD, NQO1, NDUFS3, DCXR",793,83,16866,4.612467525,3.75E-04,4.69E-05,4.07E-04
GOTERM_MF_FAT,GO:0003954~NADH dehydrogenase activity,12,1.215805471,4.67E-07,"NDUFS7, NDUFA4, NDUFB4, NDUFA2, NDUFB7, NDUFA8, NDUFA9, NDUFB9, NDUFV2, NDUFA13, NDUFA10, NDUFS3",793,36,16866,7.089533417,7.17E-04,6.52E-05,7.78E-04
GOTERM_MF_FAT,GO:0050136~NADH dehydrogenase (quinone) activity,11,1.114488349,3.10E-06,"NDUFS7, NDUFA4, NDUFB4, NDUFA2, NDUFB7, NDUFA8, NDUFB9, NDUFV2, NDUFA13, NDUFA10, NDUFS3",793,35,16866,6.684417222,0.004753674,2.65E-04,0.005166145
GOTERM_MF_FAT,GO:0008137~NADH dehydrogenase (ubiquinone) activity,11,1.114488349,3.10E-06,"NDUFS7, NDUFA4, NDUFB4, NDUFA2, NDUFB7, NDUFA8, NDUFB9, NDUFV2, NDUFA13, NDUFA10, NDUFS3",793,35,16866,6.684417222,0.004753674,2.65E-04,0.005166145
,,,,,,,,,,,,
Annotation Cluster 2,Enrichment Score: 15.286948510734252,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0006091~generation of precursor metabolites and energy,72,7.294832827,2.19E-27,"PPARA, IER3, ACOX1, UQCRC1, CYC1, OGDHL, PGAM2, PINK1, BNIP3, OGDH, MTFR1, NDUFS6, BDNF, DNAJC15, CISD1, TRPV4, CAT, PDHA1, SUCLA2, ACADM, SUCLG1, LYRM5, CYCS, PPP1R3A, PFKM, COQ7, NDUFA10, DDIT4, SLC25A33, DLD, UGP2, MDH1, UQCRB, ALDOA, NDUFB3, NDUFB9, PFKFB2, PHKA1, HK2, COX7C, MRAP2, SDHAF2, PPP1R3C, SORBS1, STK40, PER2, ENTPD5, ETFDH, ENO3, DLST, GPD1, COX8B, CS, EPM2A, BPGM, NR4A3, DLAT, CYB561, IDH3A, STAT3, SOD2, SDHB, MPI, SLC25A13, CHCHD10, GCK, PYGM, NDUFV2, COX6A2, COQ10B, COQ10A, PYGB",849,334,17911,4.547766657,1.41E-23,7.03E-24,4.28E-24
GOTERM_BP_FAT,GO:0015980~energy derivation by oxidation of organic compounds,54,5.47112462,1.31E-21,"UQCRC1, CYC1, OGDHL, BNIP3, PINK1, OGDH, MTFR1, NDUFS6, BDNF, DNAJC15, TRPV4, CAT, PDHA1, SUCLA2, ACADM, SUCLG1, LYRM5, CYCS, PFKM, PPP1R3A, COQ7, NDUFA10, DLD, UGP2, UQCRB, MDH1, NDUFB9, PHKA1, COX7C, MRAP2, SDHAF2, PPP1R3C, STK40, SORBS1, ETFDH, PER2, DLST, GPD1, COX8B, EPM2A, CS, DLAT, NR4A3, IDH3A, SOD2, SDHB, SLC25A13, PYGM, GCK, NDUFV2, COX6A2, COQ10B, COQ10A, PYGB",849,239,17911,4.76659225,8.41E-18,2.80E-18,2.56E-18
GOTERM_BP_FAT,GO:0046128~purine ribonucleoside metabolic process,57,5.775075988,8.02E-20,"GM10250, PPARA, IER3, UQCRC1, CYC1, LDHD, PINK1, PGAM2, OGDH, NDUFS6, BDNF, DNAJC15, ATP5S, ATP5L, NT5E, ATP5K, NUDT18, NUDT4, CYCS, PFKM, COQ7, NDUFA10, DDIT4, PANK4, SLC25A33, DLD, ATP5C1, UQCRB, ALDOA, NDUFB9, PFKFB2, NT5C1A, ENPP4, COX7C, HK2, ATP5G1, SDHAF2, ATP5G3, NUDT7, ENTPD5, ENO3, AMD1, PAPSS2, GPD1, COX8B, ATP5F1, BPGM, AK4, ATP1A2, STAT3, MPI, SLC25A13, CHCHD10, GCK, NDUFV2, COX6A2, APIP",849,289,17911,4.160917994,5.15E-16,6.44E-17,1.57E-16
GOTERM_BP_FAT,GO:0042278~purine nucleoside metabolic process,57,5.775075988,1.57E-19,"GM10250, PPARA, IER3, UQCRC1, CYC1, LDHD, PINK1, PGAM2, OGDH, NDUFS6, BDNF, DNAJC15, ATP5S, ATP5L, NT5E, ATP5K, NUDT18, NUDT4, CYCS, PFKM, COQ7, NDUFA10, DDIT4, PANK4, SLC25A33, DLD, ATP5C1, UQCRB, ALDOA, NDUFB9, PFKFB2, NT5C1A, ENPP4, COX7C, HK2, ATP5G1, SDHAF2, ATP5G3, NUDT7, ENTPD5, ENO3, AMD1, PAPSS2, GPD1, COX8B, ATP5F1, BPGM, AK4, ATP1A2, STAT3, MPI, SLC25A13, CHCHD10, GCK, NDUFV2, COX6A2, APIP",849,293,17911,4.104113653,1.01E-15,1.12E-16,3.06E-16
